user_id,week,day_of_week,time_of_day,gender,age,nationality,MinPerBlock
25,2,Saturday,Morning,Female,25,First Nations,0
25,2,Saturday,Midday,Female,25,First Nations,159
25,2,Saturday,Evening,Female,25,First Nations,171
26,1,Sunday,Morning,Female,68,Roman,183
26,1,Sunday,Midday,Female,68,Roman,111
26,1,Sunday,Evening,Female,68,Roman,172
26,1,Monday,Morning,Female,68,Roman,0
26,1,Monday,Midday,Female,68,Roman,335
26,1,Monday,Evening,Female,68,Roman,141
26,1,Tuesday,Morning,Female,68,Roman,218
26,1,Tuesday,Midday,Female,68,Roman,0
26,1,Tuesday,Evening,Female,68,Roman,218
26,1,Wednesday,Morning,Female,68,Roman,114
26,1,Wednesday,Midday,Female,68,Roman,240
26,1,Wednesday,Evening,Female,68,Roman,0
26,1,Thursday,Morning,Female,68,Roman,164
26,1,Thursday,Midday,Female,68,Roman,0
26,1,Thursday,Evening,Female,68,Roman,0
26,1,Friday,Morning,Female,68,Roman,158
26,1,Friday,Midday,Female,68,Roman,192
26,1,Friday,Evening,Female,68,Roman,191
26,1,Saturday,Morning,Female,68,Roman,269
26,1,Saturday,Midday,Female,68,Roman,252
26,1,Saturday,Evening,Female,68,Roman,184
26,2,Sunday,Morning,Female,68,Roman,112
26,2,Sunday,Midday,Female,68,Roman,0
26,2,Sunday,Evening,Female,68,Roman,0
26,2,Monday,Morning,Female,68,Roman,142
26,2,Monday,Midday,Female,68,Roman,129
26,2,Monday,Evening,Female,68,Roman,184
26,2,Tuesday,Morning,Female,68,Roman,0
26,2,Tuesday,Midday,Female,68,Roman,0
26,2,Tuesday,Evening,Female,68,Roman,145
26,2,Wednesday,Morning,Female,68,Roman,0
26,2,Wednesday,Midday,Female,68,Roman,169
26,2,Wednesday,Evening,Female,68,Roman,0
26,2,Thursday,Morning,Female,68,Roman,118
26,2,Thursday,Midday,Female,68,Roman,0
26,2,Thursday,Evening,Female,68,Roman,0
26,2,Friday,Morning,Female,68,Roman,229
26,2,Friday,Midday,Female,68,Roman,129
26,2,Friday,Evening,Female,68,Roman,196
26,2,Saturday,Morning,Female,68,Roman,119
26,2,Saturday,Midday,Female,68,Roman,221
26,2,Saturday,Evening,Female,68,Roman,0
27,1,Sunday,Morning,Female,91,Atlantian,0
27,1,Sunday,Midday,Female,91,Atlantian,0
27,1,Sunday,Evening,Female,91,Atlantian,139
27,1,Monday,Morning,Female,91,Atlantian,480
27,1,Monday,Midday,Female,91,Atlantian,0
27,1,Monday,Evening,Female,91,Atlantian,0
27,1,Tuesday,Morning,Female,91,Atlantian,207
27,1,Tuesday,Midday,Female,91,Atlantian,0
27,1,Tuesday,Evening,Female,91,Atlantian,0
27,1,Wednesday,Morning,Female,91,Atlantian,0
27,1,Wednesday,Midday,Female,91,Atlantian,0
27,1,Wednesday,Evening,Female,91,Atlantian,0
27,1,Thursday,Morning,Female,91,Atlantian,0
27,1,Thursday,Midday,Female,91,Atlantian,0
27,1,Thursday,Evening,Female,91,Atlantian,306
27,1,Friday,Morning,Female,91,Atlantian,0
27,1,Friday,Midday,Female,91,Atlantian,185
27,1,Friday,Evening,Female,91,Atlantian,173
27,1,Saturday,Morning,Female,91,Atlantian,0
27,1,Saturday,Midday,Female,91,Atlantian,313
27,1,Saturday,Evening,Female,91,Atlantian,208
27,2,Sunday,Morning,Female,91,Atlantian,339
27,2,Sunday,Midday,Female,91,Atlantian,264
27,2,Sunday,Evening,Female,91,Atlantian,343
27,2,Monday,Morning,Female,91,Atlantian,0
27,2,Monday,Midday,Female,91,Atlantian,0
27,2,Monday,Evening,Female,91,Atlantian,0
27,2,Tuesday,Morning,Female,91,Atlantian,0
27,2,Tuesday,Midday,Female,91,Atlantian,155
27,2,Tuesday,Evening,Female,91,Atlantian,0
27,2,Wednesday,Morning,Female,91,Atlantian,0
27,2,Wednesday,Midday,Female,91,Atlantian,0
27,2,Wednesday,Evening,Female,91,Atlantian,0
27,2,Thursday,Morning,Female,91,Atlantian,0
27,2,Thursday,Midday,Female,91,Atlantian,248
27,2,Thursday,Evening,Female,91,Atlantian,0
27,2,Friday,Morning,Female,91,Atlantian,0
27,2,Friday,Midday,Female,91,Atlantian,245
27,2,Friday,Evening,Female,91,Atlantian,153
27,2,Saturday,Morning,Female,91,Atlantian,0
27,2,Saturday,Midday,Female,91,Atlantian,0
27,2,Saturday,Evening,Female,91,Atlantian,0
28,1,Sunday,Morning,Female,67,Atlantian,0
28,1,Sunday,Midday,Female,67,Atlantian,0
28,1,Sunday,Evening,Female,67,Atlantian,0
28,1,Monday,Morning,Female,67,Atlantian,0
28,1,Monday,Midday,Female,67,Atlantian,144
28,1,Monday,Evening,Female,67,Atlantian,0
28,1,Tuesday,Morning,Female,67,Atlantian,188
28,1,Tuesday,Midday,Female,67,Atlantian,0
28,1,Tuesday,Evening,Female,67,Atlantian,0
28,1,Wednesday,Morning,Female,67,Atlantian,0
28,1,Wednesday,Midday,Female,67,Atlantian,231
28,1,Wednesday,Evening,Female,67,Atlantian,408
28,1,Thursday,Morning,Female,67,Atlantian,0
28,1,Thursday,Midday,Female,67,Atlantian,442
28,1,Thursday,Evening,Female,67,Atlantian,0
28,1,Friday,Morning,Female,67,Atlantian,0
28,1,Friday,Midday,Female,67,Atlantian,289
28,1,Friday,Evening,Female,67,Atlantian,310
28,1,Saturday,Morning,Female,67,Atlantian,0
28,1,Saturday,Midday,Female,67,Atlantian,91
28,1,Saturday,Evening,Female,67,Atlantian,265
28,2,Sunday,Morning,Female,67,Atlantian,0
28,2,Sunday,Midday,Female,67,Atlantian,0
28,2,Sunday,Evening,Female,67,Atlantian,153
28,2,Monday,Morning,Female,67,Atlantian,505
28,2,Monday,Midday,Female,67,Atlantian,0
28,2,Monday,Evening,Female,67,Atlantian,0
28,2,Tuesday,Morning,Female,67,Atlantian,0
28,2,Tuesday,Midday,Female,67,Atlantian,0
28,2,Tuesday,Evening,Female,67,Atlantian,0
28,2,Wednesday,Morning,Female,67,Atlantian,0
28,2,Wednesday,Midday,Female,67,Atlantian,305
28,2,Wednesday,Evening,Female,67,Atlantian,0
28,2,Thursday,Morning,Female,67,Atlantian,0
28,2,Thursday,Midday,Female,67,Atlantian,0
28,2,Thursday,Evening,Female,67,Atlantian,134
28,2,Friday,Morning,Female,67,Atlantian,227
28,2,Friday,Midday,Female,67,Atlantian,0
28,2,Friday,Evening,Female,67,Atlantian,445
28,2,Saturday,Morning,Female,67,Atlantian,188
28,2,Saturday,Midday,Female,67,Atlantian,0
28,2,Saturday,Evening,Female,67,Atlantian,313
29,1,Sunday,Morning,Male,115,Carthaginian,275
29,1,Sunday,Midday,Male,115,Carthaginian,302
29,1,Sunday,Evening,Male,115,Carthaginian,286
29,1,Monday,Morning,Male,115,Carthaginian,256
29,1,Monday,Midday,Male,115,Carthaginian,221
29,1,Monday,Evening,Male,115,Carthaginian,449
29,1,Tuesday,Morning,Male,115,Carthaginian,239
29,1,Tuesday,Midday,Male,115,Carthaginian,374
29,1,Tuesday,Evening,Male,115,Carthaginian,413
29,1,Wednesday,Morning,Male,115,Carthaginian,114
29,1,Wednesday,Midday,Male,115,Carthaginian,232
29,1,Wednesday,Evening,Male,115,Carthaginian,386
29,1,Thursday,Morning,Male,115,Carthaginian,261
29,1,Thursday,Midday,Male,115,Carthaginian,163
29,1,Thursday,Evening,Male,115,Carthaginian,278
29,1,Friday,Morning,Male,115,Carthaginian,134
29,1,Friday,Midday,Male,115,Carthaginian,380
29,1,Friday,Evening,Male,115,Carthaginian,367
29,1,Saturday,Morning,Male,115,Carthaginian,203
29,1,Saturday,Midday,Male,115,Carthaginian,275
29,1,Saturday,Evening,Male,115,Carthaginian,406
29,2,Sunday,Morning,Male,115,Carthaginian,277
29,2,Sunday,Midday,Male,115,Carthaginian,149
29,2,Sunday,Evening,Male,115,Carthaginian,421
29,2,Monday,Morning,Male,115,Carthaginian,0
29,2,Monday,Midday,Male,115,Carthaginian,338
29,2,Monday,Evening,Male,115,Carthaginian,147
29,2,Tuesday,Morning,Male,115,Carthaginian,358
29,2,Tuesday,Midday,Male,115,Carthaginian,146
29,2,Tuesday,Evening,Male,115,Carthaginian,291
29,2,Wednesday,Morning,Male,115,Carthaginian,184
29,2,Wednesday,Midday,Male,115,Carthaginian,242
29,2,Wednesday,Evening,Male,115,Carthaginian,312
29,2,Thursday,Morning,Male,115,Carthaginian,152
29,2,Thursday,Midday,Male,115,Carthaginian,328
29,2,Thursday,Evening,Male,115,Carthaginian,148
29,2,Friday,Morning,Male,115,Carthaginian,465
29,2,Friday,Midday,Male,115,Carthaginian,0
29,2,Friday,Evening,Male,115,Carthaginian,454
29,2,Saturday,Morning,Male,115,Carthaginian,332
29,2,Saturday,Midday,Male,115,Carthaginian,463
29,2,Saturday,Evening,Male,115,Carthaginian,193
30,1,Sunday,Morning,Male,91,Carthaginian,217
30,1,Sunday,Midday,Male,91,Carthaginian,296
30,1,Sunday,Evening,Male,91,Carthaginian,236
30,1,Monday,Morning,Male,91,Carthaginian,0
30,1,Monday,Midday,Male,91,Carthaginian,367
30,1,Monday,Evening,Male,91,Carthaginian,0
30,1,Tuesday,Morning,Male,91,Carthaginian,189
30,1,Tuesday,Midday,Male,91,Carthaginian,0
30,1,Tuesday,Evening,Male,91,Carthaginian,0
30,1,Wednesday,Morning,Male,91,Carthaginian,145
30,1,Wednesday,Midday,Male,91,Carthaginian,223
30,1,Wednesday,Evening,Male,91,Carthaginian,93
30,1,Thursday,Morning,Male,91,Carthaginian,203
30,1,Thursday,Midday,Male,91,Carthaginian,199
30,1,Thursday,Evening,Male,91,Carthaginian,225
30,1,Friday,Morning,Male,91,Carthaginian,295
30,1,Friday,Midday,Male,91,Carthaginian,499
30,1,Friday,Evening,Male,91,Carthaginian,361
30,1,Saturday,Morning,Male,91,Carthaginian,165
30,1,Saturday,Midday,Male,91,Carthaginian,165
30,1,Saturday,Evening,Male,91,Carthaginian,174
30,2,Sunday,Morning,Male,91,Carthaginian,104
30,2,Sunday,Midday,Male,91,Carthaginian,196
30,2,Sunday,Evening,Male,91,Carthaginian,269
30,2,Monday,Morning,Male,91,Carthaginian,238
30,2,Monday,Midday,Male,91,Carthaginian,197
30,2,Monday,Evening,Male,91,Carthaginian,378
30,2,Tuesday,Morning,Male,91,Carthaginian,144
30,2,Tuesday,Midday,Male,91,Carthaginian,0
30,2,Tuesday,Evening,Male,91,Carthaginian,0
30,2,Wednesday,Morning,Male,91,Carthaginian,107
30,2,Wednesday,Midday,Male,91,Carthaginian,0
30,2,Wednesday,Evening,Male,91,Carthaginian,216
30,2,Thursday,Morning,Male,91,Carthaginian,96
30,2,Thursday,Midday,Male,91,Carthaginian,253
30,2,Thursday,Evening,Male,91,Carthaginian,158
30,2,Friday,Morning,Male,91,Carthaginian,339
30,2,Friday,Midday,Male,91,Carthaginian,0
30,2,Friday,Evening,Male,91,Carthaginian,348
30,2,Saturday,Morning,Male,91,Carthaginian,224
30,2,Saturday,Midday,Male,91,Carthaginian,247
30,2,Saturday,Evening,Male,91,Carthaginian,0
31,1,Sunday,Morning,Female,103,Roman,268
31,1,Sunday,Midday,Female,103,Roman,251
31,1,Sunday,Evening,Female,103,Roman,283
31,1,Monday,Morning,Female,103,Roman,102
31,1,Monday,Midday,Female,103,Roman,193
31,1,Monday,Evening,Female,103,Roman,189
31,1,Tuesday,Morning,Female,103,Roman,145
31,1,Tuesday,Midday,Female,103,Roman,125
31,1,Tuesday,Evening,Female,103,Roman,214
31,1,Wednesday,Morning,Female,103,Roman,190
31,1,Wednesday,Midday,Female,103,Roman,215
31,1,Wednesday,Evening,Female,103,Roman,230
31,1,Thursday,Morning,Female,103,Roman,305
31,1,Thursday,Midday,Female,103,Roman,227
31,1,Thursday,Evening,Female,103,Roman,213
31,1,Friday,Morning,Female,103,Roman,343
31,1,Friday,Midday,Female,103,Roman,320
31,1,Friday,Evening,Female,103,Roman,304
31,1,Saturday,Morning,Female,103,Roman,100
31,1,Saturday,Midday,Female,103,Roman,254
31,1,Saturday,Evening,Female,103,Roman,174
31,2,Sunday,Morning,Female,103,Roman,500
31,2,Sunday,Midday,Female,103,Roman,213
31,2,Sunday,Evening,Female,103,Roman,457
31,2,Monday,Morning,Female,103,Roman,139
31,2,Monday,Midday,Female,103,Roman,337
31,2,Monday,Evening,Female,103,Roman,173
31,2,Tuesday,Morning,Female,103,Roman,294
31,2,Tuesday,Midday,Female,103,Roman,440
31,2,Tuesday,Evening,Female,103,Roman,229
31,2,Wednesday,Morning,Female,103,Roman,130
31,2,Wednesday,Midday,Female,103,Roman,266
31,2,Wednesday,Evening,Female,103,Roman,202
31,2,Thursday,Morning,Female,103,Roman,121
31,2,Thursday,Midday,Female,103,Roman,406
31,2,Thursday,Evening,Female,103,Roman,363
31,2,Friday,Morning,Female,103,Roman,262
31,2,Friday,Midday,Female,103,Roman,0
31,2,Friday,Evening,Female,103,Roman,499
31,2,Saturday,Morning,Female,103,Roman,237
31,2,Saturday,Midday,Female,103,Roman,342
31,2,Saturday,Evening,Female,103,Roman,312
32,1,Sunday,Morning,Female,93,First Nations,229
32,1,Sunday,Midday,Female,93,First Nations,287
32,1,Sunday,Evening,Female,93,First Nations,175
32,1,Monday,Morning,Female,93,First Nations,258
32,1,Monday,Midday,Female,93,First Nations,0
32,1,Monday,Evening,Female,93,First Nations,250
32,1,Tuesday,Morning,Female,93,First Nations,377
32,1,Tuesday,Midday,Female,93,First Nations,0
32,1,Tuesday,Evening,Female,93,First Nations,295
32,1,Wednesday,Morning,Female,93,First Nations,277
32,1,Wednesday,Midday,Female,93,First Nations,0
32,1,Wednesday,Evening,Female,93,First Nations,187
32,1,Thursday,Morning,Female,93,First Nations,0
32,1,Thursday,Midday,Female,93,First Nations,0
32,1,Thursday,Evening,Female,93,First Nations,132
32,1,Friday,Morning,Female,93,First Nations,350
32,1,Friday,Midday,Female,93,First Nations,327
32,1,Friday,Evening,Female,93,First Nations,145
32,1,Saturday,Morning,Female,93,First Nations,327
32,1,Saturday,Midday,Female,93,First Nations,353
32,1,Saturday,Evening,Female,93,First Nations,227
32,2,Sunday,Morning,Female,93,First Nations,240
32,2,Sunday,Midday,Female,93,First Nations,0
32,2,Sunday,Evening,Female,93,First Nations,182
32,2,Monday,Morning,Female,93,First Nations,326
32,2,Monday,Midday,Female,93,First Nations,312
32,2,Monday,Evening,Female,93,First Nations,277
32,2,Tuesday,Morning,Female,93,First Nations,180
32,2,Tuesday,Midday,Female,93,First Nations,283
32,2,Tuesday,Evening,Female,93,First Nations,332
32,2,Wednesday,Morning,Female,93,First Nations,0
32,2,Wednesday,Midday,Female,93,First Nations,366
32,2,Wednesday,Evening,Female,93,First Nations,276
32,2,Thursday,Morning,Female,93,First Nations,0
32,2,Thursday,Midday,Female,93,First Nations,170
32,2,Thursday,Evening,Female,93,First Nations,0
32,2,Friday,Morning,Female,93,First Nations,282
32,2,Friday,Midday,Female,93,First Nations,292
32,2,Friday,Evening,Female,93,First Nations,163
32,2,Saturday,Morning,Female,93,First Nations,0
32,2,Saturday,Midday,Female,93,First Nations,235
32,2,Saturday,Evening,Female,93,First Nations,316
33,1,Sunday,Morning,Female,101,Carthaginian,400
33,1,Sunday,Midday,Female,101,Carthaginian,245
33,1,Sunday,Evening,Female,101,Carthaginian,430
33,1,Monday,Morning,Female,101,Carthaginian,314
33,1,Monday,Midday,Female,101,Carthaginian,272
33,1,Monday,Evening,Female,101,Carthaginian,673
33,1,Tuesday,Morning,Female,101,Carthaginian,239
33,1,Tuesday,Midday,Female,101,Carthaginian,180
33,1,Tuesday,Evening,Female,101,Carthaginian,354
33,1,Wednesday,Morning,Female,101,Carthaginian,183
33,1,Wednesday,Midday,Female,101,Carthaginian,215
33,1,Wednesday,Evening,Female,101,Carthaginian,256
33,1,Thursday,Morning,Female,101,Carthaginian,197
33,1,Thursday,Midday,Female,101,Carthaginian,287
33,1,Thursday,Evening,Female,101,Carthaginian,234
33,1,Friday,Morning,Female,101,Carthaginian,397
33,1,Friday,Midday,Female,101,Carthaginian,247
33,1,Friday,Evening,Female,101,Carthaginian,533
33,1,Saturday,Morning,Female,101,Carthaginian,147
33,1,Saturday,Midday,Female,101,Carthaginian,433
33,1,Saturday,Evening,Female,101,Carthaginian,185
33,2,Sunday,Morning,Female,101,Carthaginian,380
33,2,Sunday,Midday,Female,101,Carthaginian,345
33,2,Sunday,Evening,Female,101,Carthaginian,242
33,2,Monday,Morning,Female,101,Carthaginian,234
33,2,Monday,Midday,Female,101,Carthaginian,559
33,2,Monday,Evening,Female,101,Carthaginian,155
33,2,Tuesday,Morning,Female,101,Carthaginian,132
33,2,Tuesday,Midday,Female,101,Carthaginian,175
33,2,Tuesday,Evening,Female,101,Carthaginian,387
33,2,Wednesday,Morning,Female,101,Carthaginian,160
33,2,Wednesday,Midday,Female,101,Carthaginian,335
33,2,Wednesday,Evening,Female,101,Carthaginian,201
33,2,Thursday,Morning,Female,101,Carthaginian,177
33,2,Thursday,Midday,Female,101,Carthaginian,279
33,2,Thursday,Evening,Female,101,Carthaginian,182
33,2,Friday,Morning,Female,101,Carthaginian,348
33,2,Friday,Midday,Female,101,Carthaginian,586
33,2,Friday,Evening,Female,101,Carthaginian,323
33,2,Saturday,Morning,Female,101,Carthaginian,257
33,2,Saturday,Midday,Female,101,Carthaginian,255
33,2,Saturday,Evening,Female,101,Carthaginian,342
34,1,Sunday,Morning,Female,63,Carthaginian,136
34,1,Sunday,Midday,Female,63,Carthaginian,261
34,1,Sunday,Evening,Female,63,Carthaginian,177
34,1,Monday,Morning,Female,63,Carthaginian,165
34,1,Monday,Midday,Female,63,Carthaginian,198
34,1,Monday,Evening,Female,63,Carthaginian,306
34,1,Tuesday,Morning,Female,63,Carthaginian,117
34,1,Tuesday,Midday,Female,63,Carthaginian,177
34,1,Tuesday,Evening,Female,63,Carthaginian,162
34,1,Wednesday,Morning,Female,63,Carthaginian,194
34,1,Wednesday,Midday,Female,63,Carthaginian,261
34,1,Wednesday,Evening,Female,63,Carthaginian,171
34,1,Thursday,Morning,Female,63,Carthaginian,256
34,1,Thursday,Midday,Female,63,Carthaginian,207
34,1,Thursday,Evening,Female,63,Carthaginian,115
34,1,Friday,Morning,Female,63,Carthaginian,242
34,1,Friday,Midday,Female,63,Carthaginian,244
34,1,Friday,Evening,Female,63,Carthaginian,182
34,1,Saturday,Morning,Female,63,Carthaginian,130
34,1,Saturday,Midday,Female,63,Carthaginian,169
34,1,Saturday,Evening,Female,63,Carthaginian,110
34,2,Sunday,Morning,Female,63,Carthaginian,181
34,2,Sunday,Midday,Female,63,Carthaginian,88
34,2,Sunday,Evening,Female,63,Carthaginian,118
34,2,Monday,Morning,Female,63,Carthaginian,196
34,2,Monday,Midday,Female,63,Carthaginian,239
34,2,Monday,Evening,Female,63,Carthaginian,161
34,2,Tuesday,Morning,Female,63,Carthaginian,184
34,2,Tuesday,Midday,Female,63,Carthaginian,306
34,2,Tuesday,Evening,Female,63,Carthaginian,144
34,2,Wednesday,Morning,Female,63,Carthaginian,126
34,2,Wednesday,Midday,Female,63,Carthaginian,298
34,2,Wednesday,Evening,Female,63,Carthaginian,222
34,2,Thursday,Morning,Female,63,Carthaginian,285
34,2,Thursday,Midday,Female,63,Carthaginian,195
34,2,Thursday,Evening,Female,63,Carthaginian,248
34,2,Friday,Morning,Female,63,Carthaginian,434
34,2,Friday,Midday,Female,63,Carthaginian,220
34,2,Friday,Evening,Female,63,Carthaginian,205
34,2,Saturday,Morning,Female,63,Carthaginian,176
34,2,Saturday,Midday,Female,63,Carthaginian,199
34,2,Saturday,Evening,Female,63,Carthaginian,208
35,1,Sunday,Morning,Male,34,Roman,66
35,1,Sunday,Midday,Male,34,Roman,62
35,1,Sunday,Evening,Male,34,Roman,66
35,1,Monday,Morning,Male,34,Roman,102
35,1,Monday,Midday,Male,34,Roman,95
35,1,Monday,Evening,Male,34,Roman,121
35,1,Tuesday,Morning,Male,34,Roman,99
35,1,Tuesday,Midday,Male,34,Roman,69
35,1,Tuesday,Evening,Male,34,Roman,77
35,1,Wednesday,Morning,Male,34,Roman,0
35,1,Wednesday,Midday,Male,34,Roman,57
35,1,Wednesday,Evening,Male,34,Roman,34
35,1,Thursday,Morning,Male,34,Roman,0
35,1,Thursday,Midday,Male,34,Roman,56
35,1,Thursday,Evening,Male,34,Roman,0
35,1,Friday,Morning,Male,34,Roman,72
35,1,Friday,Midday,Male,34,Roman,0
35,1,Friday,Evening,Male,34,Roman,34
35,1,Saturday,Morning,Male,34,Roman,132
35,1,Saturday,Midday,Male,34,Roman,98
35,1,Saturday,Evening,Male,34,Roman,76
35,2,Sunday,Morning,Male,34,Roman,47
35,2,Sunday,Midday,Male,34,Roman,0
35,2,Sunday,Evening,Male,34,Roman,101
35,2,Monday,Morning,Male,34,Roman,89
35,2,Monday,Midday,Male,34,Roman,0
35,2,Monday,Evening,Male,34,Roman,0
35,2,Tuesday,Morning,Male,34,Roman,76
35,2,Tuesday,Midday,Male,34,Roman,124
35,2,Tuesday,Evening,Male,34,Roman,98
35,2,Wednesday,Morning,Male,34,Roman,55
35,2,Wednesday,Midday,Male,34,Roman,0
35,2,Wednesday,Evening,Male,34,Roman,96
35,2,Thursday,Morning,Male,34,Roman,69
35,2,Thursday,Midday,Male,34,Roman,0
35,2,Thursday,Evening,Male,34,Roman,0
35,2,Friday,Morning,Male,34,Roman,174
35,2,Friday,Midday,Male,34,Roman,153
35,2,Friday,Evening,Male,34,Roman,98
35,2,Saturday,Morning,Male,34,Roman,0
35,2,Saturday,Midday,Male,34,Roman,144
35,2,Saturday,Evening,Male,34,Roman,130
36,1,Sunday,Morning,Male,79,Roman,152
36,1,Sunday,Midday,Male,79,Roman,261
36,1,Sunday,Evening,Male,79,Roman,215
36,1,Monday,Morning,Male,79,Roman,191
36,1,Monday,Midday,Male,79,Roman,236
36,1,Monday,Evening,Male,79,Roman,195
36,1,Tuesday,Morning,Male,79,Roman,151
36,1,Tuesday,Midday,Male,79,Roman,209
36,1,Tuesday,Evening,Male,79,Roman,159
36,1,Wednesday,Morning,Male,79,Roman,98
36,1,Wednesday,Midday,Male,79,Roman,132
36,1,Wednesday,Evening,Male,79,Roman,176
36,1,Thursday,Morning,Male,79,Roman,242
36,1,Thursday,Midday,Male,79,Roman,225
36,1,Thursday,Evening,Male,79,Roman,168
36,1,Friday,Morning,Male,79,Roman,210
36,1,Friday,Midday,Male,79,Roman,177
36,1,Friday,Evening,Male,79,Roman,118
36,1,Saturday,Morning,Male,79,Roman,220
36,1,Saturday,Midday,Male,79,Roman,135
36,1,Saturday,Evening,Male,79,Roman,186
36,2,Sunday,Morning,Male,79,Roman,205
36,2,Sunday,Midday,Male,79,Roman,178
36,2,Sunday,Evening,Male,79,Roman,121
36,2,Monday,Morning,Male,79,Roman,240
36,2,Monday,Midday,Male,79,Roman,192
36,2,Monday,Evening,Male,79,Roman,185
36,2,Tuesday,Morning,Male,79,Roman,304
36,2,Tuesday,Midday,Male,79,Roman,149
36,2,Tuesday,Evening,Male,79,Roman,226
36,2,Wednesday,Morning,Male,79,Roman,260
36,2,Wednesday,Midday,Male,79,Roman,73
36,2,Wednesday,Evening,Male,79,Roman,118
36,2,Thursday,Morning,Male,79,Roman,191
36,2,Thursday,Midday,Male,79,Roman,133
36,2,Thursday,Evening,Male,79,Roman,274
36,2,Friday,Morning,Male,79,Roman,202
36,2,Friday,Midday,Male,79,Roman,333
36,2,Friday,Evening,Male,79,Roman,221
36,2,Saturday,Morning,Male,79,Roman,355
36,2,Saturday,Midday,Male,79,Roman,194
36,2,Saturday,Evening,Male,79,Roman,341
37,1,Sunday,Morning,Female,63,Atlantian,0
37,1,Sunday,Midday,Female,63,Atlantian,252
37,1,Sunday,Evening,Female,63,Atlantian,0
37,1,Monday,Morning,Female,63,Atlantian,0
37,1,Monday,Midday,Female,63,Atlantian,0
37,1,Monday,Evening,Female,63,Atlantian,185
37,1,Tuesday,Morning,Female,63,Atlantian,247
37,1,Tuesday,Midday,Female,63,Atlantian,0
37,1,Tuesday,Evening,Female,63,Atlantian,150
37,1,Wednesday,Morning,Female,63,Atlantian,157
37,1,Wednesday,Midday,Female,63,Atlantian,89
37,1,Wednesday,Evening,Female,63,Atlantian,167
37,1,Thursday,Morning,Female,63,Atlantian,216
37,1,Thursday,Midday,Female,63,Atlantian,183
37,1,Thursday,Evening,Female,63,Atlantian,0
37,1,Friday,Morning,Female,63,Atlantian,0
37,1,Friday,Midday,Female,63,Atlantian,376
37,1,Friday,Evening,Female,63,Atlantian,461
37,1,Saturday,Morning,Female,63,Atlantian,506
37,1,Saturday,Midday,Female,63,Atlantian,0
37,1,Saturday,Evening,Female,63,Atlantian,134
37,2,Sunday,Morning,Female,63,Atlantian,0
37,2,Sunday,Midday,Female,63,Atlantian,156
37,2,Sunday,Evening,Female,63,Atlantian,251
37,2,Monday,Morning,Female,63,Atlantian,0
37,2,Monday,Midday,Female,63,Atlantian,215
37,2,Monday,Evening,Female,63,Atlantian,126
37,2,Tuesday,Morning,Female,63,Atlantian,0
37,2,Tuesday,Midday,Female,63,Atlantian,0
37,2,Tuesday,Evening,Female,63,Atlantian,0
37,2,Wednesday,Morning,Female,63,Atlantian,0
37,2,Wednesday,Midday,Female,63,Atlantian,0
37,2,Wednesday,Evening,Female,63,Atlantian,123
37,2,Thursday,Morning,Female,63,Atlantian,145
37,2,Thursday,Midday,Female,63,Atlantian,0
37,2,Thursday,Evening,Female,63,Atlantian,0
37,2,Friday,Morning,Female,63,Atlantian,0
37,2,Friday,Midday,Female,63,Atlantian,352
37,2,Friday,Evening,Female,63,Atlantian,0
37,2,Saturday,Morning,Female,63,Atlantian,0
37,2,Saturday,Midday,Female,63,Atlantian,223
37,2,Saturday,Evening,Female,63,Atlantian,445
38,1,Sunday,Morning,Male,71,Holy Roman,176
38,1,Sunday,Midday,Male,71,Holy Roman,0
38,1,Sunday,Evening,Male,71,Holy Roman,155
38,1,Monday,Morning,Male,71,Holy Roman,301
38,1,Monday,Midday,Male,71,Holy Roman,102
38,1,Monday,Evening,Male,71,Holy Roman,332
38,1,Tuesday,Morning,Male,71,Holy Roman,0
38,1,Tuesday,Midday,Male,71,Holy Roman,162
38,1,Tuesday,Evening,Male,71,Holy Roman,0
38,1,Wednesday,Morning,Male,71,Holy Roman,0
38,1,Wednesday,Midday,Male,71,Holy Roman,121
38,1,Wednesday,Evening,Male,71,Holy Roman,85
38,1,Thursday,Morning,Male,71,Holy Roman,177
38,1,Thursday,Midday,Male,71,Holy Roman,183
38,1,Thursday,Evening,Male,71,Holy Roman,113
38,1,Friday,Morning,Male,71,Holy Roman,0
38,1,Friday,Midday,Male,71,Holy Roman,285
38,1,Friday,Evening,Male,71,Holy Roman,217
38,1,Saturday,Morning,Male,71,Holy Roman,273
38,1,Saturday,Midday,Male,71,Holy Roman,103
38,1,Saturday,Evening,Male,71,Holy Roman,217
38,2,Sunday,Morning,Male,71,Holy Roman,0
38,2,Sunday,Midday,Male,71,Holy Roman,0
38,2,Sunday,Evening,Male,71,Holy Roman,153
38,2,Monday,Morning,Male,71,Holy Roman,105
38,2,Monday,Midday,Male,71,Holy Roman,152
38,2,Monday,Evening,Male,71,Holy Roman,211
38,2,Tuesday,Morning,Male,71,Holy Roman,0
38,2,Tuesday,Midday,Male,71,Holy Roman,179
38,2,Tuesday,Evening,Male,71,Holy Roman,190
38,2,Wednesday,Morning,Male,71,Holy Roman,0
38,2,Wednesday,Midday,Male,71,Holy Roman,184
38,2,Wednesday,Evening,Male,71,Holy Roman,0
38,2,Thursday,Morning,Male,71,Holy Roman,166
38,2,Thursday,Midday,Male,71,Holy Roman,111
38,2,Thursday,Evening,Male,71,Holy Roman,170
